File id,Answer,result,None,Right,Left,   ,Epoch,Batchsize,Image Size,Learning rate,test acc
L_451_extract_8 6 9 15.jpg,L,L,0.0,11.76,88.23,,60,32,150,0.0001,96.857
L_452_extract_8 6 9 15.jpg,L,L,0.0,12.39,87.6,,60,32,150,0.0001,96.857
L_453_extract_8 6 9 15.jpg,L,L,0.01,16.42,83.57,,60,32,150,0.0001,96.857
L_454_extract_8 6 9 15.jpg,L,L,0.0,9.1,90.9,,60,32,150,0.0001,96.857
L_455_extract_8 6 9 15.jpg,L,L,0.0,8.19,91.81,,60,32,150,0.0001,96.857
L_456_extract_8 6 9 15.jpg,L,L,0.0,1.7,98.3,,60,32,150,0.0001,96.857
L_457_extract_8 6 9 15.jpg,L,L,0.0,0.29,99.71,,60,32,150,0.0001,96.857
L_458_extract_8 6 9 15.jpg,L,L,0.0,0.13,99.87,,60,32,150,0.0001,96.857
L_459_extract_8 6 9 15.jpg,L,L,0.01,0.25,99.74,,60,32,150,0.0001,96.857
L_45_extract_8 6 10 33.jpg,L,L,0.09,0.01,99.9,,60,32,150,0.0001,96.857
L_45_extract_8 6 9 59.jpg,L,L,0.0,0.07,99.93,,60,32,150,0.0001,96.857
L_460_extract_8 6 9 15.jpg,L,L,0.01,0.35,99.64,,60,32,150,0.0001,96.857
L_461_extract_8 6 9 15.jpg,L,L,0.0,0.17,99.83,,60,32,150,0.0001,96.857
L_462_extract_8 6 9 15.jpg,L,L,0.0,0.26,99.73,,60,32,150,0.0001,96.857
L_463_extract_8 6 9 15.jpg,L,L,0.0,0.27,99.73,,60,32,150,0.0001,96.857
L_464_extract_8 6 9 15.jpg,L,L,0.0,0.48,99.52,,60,32,150,0.0001,96.857
L_465_extract_8 6 9 15.jpg,L,L,0.0,0.18,99.82,,60,32,150,0.0001,96.857
L_466_extract_8 6 9 15.jpg,L,L,0.01,0.26,99.73,,60,32,150,0.0001,96.857
L_467_extract_8 6 9 15.jpg,L,L,0.57,2.74,96.69,,60,32,150,0.0001,96.857
L_468_extract_8 6 9 15.jpg,L,L,1.82,2.38,95.81,,60,32,150,0.0001,96.857
L_469_extract_8 6 9 15.jpg,L,L,0.49,2.61,96.9,,60,32,150,0.0001,96.857
L_46_extract_8 6 10 33.jpg,L,L,0.04,0.0,99.96,,60,32,150,0.0001,96.857
L_46_extract_8 6 9 59.jpg,L,L,0.01,0.35,99.64,,60,32,150,0.0001,96.857
L_470_extract_8 6 9 15.jpg,L,L,1.0,3.77,95.23,,60,32,150,0.0001,96.857
L_471_extract_8 6 9 15.jpg,L,L,0.86,3.07,96.08,,60,32,150,0.0001,96.857
L_472_extract_8 6 9 15.jpg,L,L,0.53,3.23,96.25,,60,32,150,0.0001,96.857
L_473_extract_8 6 9 15.jpg,L,L,0.8,2.96,96.24,,60,32,150,0.0001,96.857
L_474_extract_8 6 9 15.jpg,L,L,0.22,2.21,97.57,,60,32,150,0.0001,96.857
L_475_extract_8 6 9 15.jpg,L,L,0.33,7.09,92.58,,60,32,150,0.0001,96.857
L_47_extract_8 6 10 33.jpg,L,L,0.04,0.01,99.95,,60,32,150,0.0001,96.857
L_47_extract_8 6 9 59.jpg,L,L,0.01,0.21,99.78,,60,32,150,0.0001,96.857
L_48_extract_8 6 10 33.jpg,L,L,0.12,0.02,99.86,,60,32,150,0.0001,96.857
L_48_extract_8 6 9 59.jpg,L,L,0.0,0.07,99.93,,60,32,150,0.0001,96.857
L_49_extract_8 6 10 33.jpg,L,L,0.11,0.02,99.88,,60,32,150,0.0001,96.857
L_49_extract_8 6 9 59.jpg,L,L,0.0,1.17,98.83,,60,32,150,0.0001,96.857
L_4_extract_8 6 10 33.jpg,L,L,0.01,0.02,99.97,,60,32,150,0.0001,96.857
L_4_extract_8 6 9 47.jpg,L,L,0.0,0.64,99.36,,60,32,150,0.0001,96.857
L_4_extract_8 6 9 59.jpg,L,L,0.0,0.02,99.98,,60,32,150,0.0001,96.857
L_50_extract_8 6 10 33.jpg,L,L,0.83,0.02,99.15,,60,32,150,0.0001,96.857
L_50_extract_8 6 9 59.jpg,L,L,0.0,0.93,99.07,,60,32,150,0.0001,96.857
L_51_extract_8 6 10 33.jpg,L,L,0.32,0.02,99.66,,60,32,150,0.0001,96.857
L_51_extract_8 6 9 59.jpg,L,L,0.0,0.41,99.59,,60,32,150,0.0001,96.857
L_52_extract_8 6 10 33.jpg,L,L,0.82,0.07,99.11,,60,32,150,0.0001,96.857
L_52_extract_8 6 9 59.jpg,L,L,0.0,0.68,99.32,,60,32,150,0.0001,96.857
L_53_extract_8 6 10 33.jpg,L,L,1.91,0.03,98.06,,60,32,150,0.0001,96.857
L_53_extract_8 6 9 59.jpg,L,L,0.0,0.05,99.95,,60,32,150,0.0001,96.857
L_54_extract_8 6 10 33.jpg,L,L,0.14,0.01,99.86,,60,32,150,0.0001,96.857
L_54_extract_8 6 9 59.jpg,L,L,0.0,0.31,99.68,,60,32,150,0.0001,96.857
L_55_extract_8 6 10 33.jpg,L,L,1.14,0.02,98.85,,60,32,150,0.0001,96.857
L_55_extract_8 6 9 59.jpg,L,L,0.02,0.81,99.17,,60,32,150,0.0001,96.857
L_560_extract_8 6 9 15.jpg,L,L,0.0,2.15,97.85,,60,32,150,0.0001,96.857
L_561_extract_8 6 9 15.jpg,L,L,0.0,0.72,99.28,,60,32,150,0.0001,96.857
L_562_extract_8 6 9 15.jpg,L,L,0.0,4.42,95.58,,60,32,150,0.0001,96.857
L_563_extract_8 6 9 15.jpg,L,L,0.0,2.52,97.48,,60,32,150,0.0001,96.857
L_564_extract_8 6 9 15.jpg,L,L,0.0,1.34,98.66,,60,32,150,0.0001,96.857
L_565_extract_8 6 9 15.jpg,L,L,0.0,1.3,98.7,,60,32,150,0.0001,96.857
L_566_extract_8 6 9 15.jpg,L,L,0.0,1.17,98.83,,60,32,150,0.0001,96.857
L_567_extract_8 6 9 15.jpg,L,L,0.0,1.28,98.72,,60,32,150,0.0001,96.857
L_568_extract_8 6 9 15.jpg,L,L,0.0,0.45,99.55,,60,32,150,0.0001,96.857
L_569_extract_8 6 9 15.jpg,L,L,0.0,0.19,99.81,,60,32,150,0.0001,96.857
L_56_extract_8 6 10 33.jpg,L,L,1.34,0.25,98.42,,60,32,150,0.0001,96.857
L_56_extract_8 6 9 59.jpg,L,L,0.05,3.46,96.49,,60,32,150,0.0001,96.857
L_570_extract_8 6 9 15.jpg,L,L,0.0,0.16,99.84,,60,32,150,0.0001,96.857
L_571_extract_8 6 9 15.jpg,L,L,0.0,0.06,99.94,,60,32,150,0.0001,96.857
L_572_extract_8 6 9 15.jpg,L,L,0.0,0.07,99.93,,60,32,150,0.0001,96.857
L_573_extract_8 6 9 15.jpg,L,L,0.0,0.08,99.92,,60,32,150,0.0001,96.857
L_574_extract_8 6 9 15.jpg,L,L,0.0,0.02,99.98,,60,32,150,0.0001,96.857
L_575_extract_8 6 9 15.jpg,L,L,0.0,0.04,99.96,,60,32,150,0.0001,96.857
L_576_extract_8 6 9 15.jpg,L,L,0.0,0.06,99.94,,60,32,150,0.0001,96.857
L_577_extract_8 6 9 15.jpg,L,L,0.0,0.09,99.91,,60,32,150,0.0001,96.857
L_578_extract_8 6 9 15.jpg,L,L,0.0,0.02,99.98,,60,32,150,0.0001,96.857
L_579_extract_8 6 9 15.jpg,L,L,0.0,0.06,99.94,,60,32,150,0.0001,96.857
L_57_extract_8 6 10 33.jpg,L,L,0.22,0.22,99.56,,60,32,150,0.0001,96.857
L_57_extract_8 6 9 59.jpg,L,L,0.01,0.78,99.22,,60,32,150,0.0001,96.857
L_580_extract_8 6 9 15.jpg,L,L,0.0,0.07,99.93,,60,32,150,0.0001,96.857
L_581_extract_8 6 9 15.jpg,L,L,0.0,0.1,99.9,,60,32,150,0.0001,96.857
L_582_extract_8 6 9 15.jpg,L,L,0.0,0.25,99.75,,60,32,150,0.0001,96.857
L_583_extract_8 6 9 15.jpg,L,L,0.0,0.17,99.83,,60,32,150,0.0001,96.857
L_584_extract_8 6 9 15.jpg,L,L,0.0,0.25,99.75,,60,32,150,0.0001,96.857
L_585_extract_8 6 9 15.jpg,L,L,0.0,0.28,99.72,,60,32,150,0.0001,96.857
L_586_extract_8 6 9 15.jpg,L,L,0.0,0.42,99.58,,60,32,150,0.0001,96.857
L_58_extract_8 6 10 33.jpg,L,L,0.51,0.11,99.38,,60,32,150,0.0001,96.857
L_58_extract_8 6 9 59.jpg,L,L,0.0,0.05,99.95,,60,32,150,0.0001,96.857
L_599_extract_8 6 9 15.jpg,L,L,0.0,0.07,99.93,,60,32,150,0.0001,96.857
L_59_extract_8 6 10 33.jpg,L,L,0.01,0.01,99.97,,60,32,150,0.0001,96.857
L_59_extract_8 6 9 59.jpg,L,L,0.0,0.35,99.64,,60,32,150,0.0001,96.857
L_5_extract_8 6 10 33.jpg,L,L,0.05,0.09,99.86,,60,32,150,0.0001,96.857
L_5_extract_8 6 9 47.jpg,L,L,0.0,0.22,99.78,,60,32,150,0.0001,96.857
L_5_extract_8 6 9 59.jpg,L,L,0.0,0.02,99.98,,60,32,150,0.0001,96.857
L_600_extract_8 6 9 15.jpg,L,L,0.0,0.08,99.92,,60,32,150,0.0001,96.857
L_601_extract_8 6 9 15.jpg,L,L,0.0,0.06,99.94,,60,32,150,0.0001,96.857
L_602_extract_8 6 9 15.jpg,L,L,0.0,0.03,99.97,,60,32,150,0.0001,96.857
L_603_extract_8 6 9 15.jpg,L,L,0.0,0.07,99.93,,60,32,150,0.0001,96.857
L_604_extract_8 6 9 15.jpg,L,L,0.0,0.05,99.95,,60,32,150,0.0001,96.857
L_605_extract_8 6 9 15.jpg,L,L,0.0,0.04,99.96,,60,32,150,0.0001,96.857
L_606_extract_8 6 9 15.jpg,L,L,0.0,0.48,99.52,,60,32,150,0.0001,96.857
L_607_extract_8 6 9 15.jpg,L,L,0.0,0.27,99.73,,60,32,150,0.0001,96.857
L_608_extract_8 6 9 15.jpg,L,L,0.0,0.29,99.71,,60,32,150,0.0001,96.857
L_609_extract_8 6 9 15.jpg,L,L,0.0,0.32,99.68,,60,32,150,0.0001,96.857
L_60_extract_8 6 10 33.jpg,L,L,0.01,0.0,99.98,,60,32,150,0.0001,96.857
L_60_extract_8 6 9 59.jpg,L,L,0.0,0.18,99.82,,60,32,150,0.0001,96.857
L_610_extract_8 6 9 15.jpg,L,L,0.0,0.41,99.59,,60,32,150,0.0001,96.857
L_611_extract_8 6 9 15.jpg,L,L,0.0,0.73,99.27,,60,32,150,0.0001,96.857
L_612_extract_8 6 9 15.jpg,L,L,0.0,0.16,99.84,,60,32,150,0.0001,96.857
L_613_extract_8 6 9 15.jpg,L,L,0.0,0.63,99.37,,60,32,150,0.0001,96.857
L_614_extract_8 6 9 15.jpg,L,L,0.0,0.45,99.55,,60,32,150,0.0001,96.857
L_615_extract_8 6 9 15.jpg,L,L,0.0,0.06,99.94,,60,32,150,0.0001,96.857
L_616_extract_8 6 9 15.jpg,L,L,0.0,0.16,99.84,,60,32,150,0.0001,96.857
L_617_extract_8 6 9 15.jpg,L,L,0.0,0.15,99.85,,60,32,150,0.0001,96.857
L_618_extract_8 6 9 15.jpg,L,L,0.0,0.23,99.77,,60,32,150,0.0001,96.857
L_619_extract_8 6 9 15.jpg,L,L,0.0,0.36,99.64,,60,32,150,0.0001,96.857
L_61_extract_8 6 10 33.jpg,L,L,0.38,0.31,99.32,,60,32,150,0.0001,96.857
L_61_extract_8 6 9 59.jpg,L,L,0.0,0.2,99.8,,60,32,150,0.0001,96.857
L_620_extract_8 6 9 15.jpg,L,L,0.0,2.12,97.88,,60,32,150,0.0001,96.857
L_621_extract_8 6 9 15.jpg,L,L,0.0,0.8,99.19,,60,32,150,0.0001,96.857
L_622_extract_8 6 9 15.jpg,L,L,0.0,1.32,98.68,,60,32,150,0.0001,96.857
L_623_extract_8 6 9 15.jpg,L,L,0.0,2.44,97.56,,60,32,150,0.0001,96.857
L_624_extract_8 6 9 15.jpg,L,L,0.0,0.73,99.27,,60,32,150,0.0001,96.857
L_625_extract_8 6 9 15.jpg,L,L,0.0,1.07,98.92,,60,32,150,0.0001,96.857
L_626_extract_8 6 9 15.jpg,L,L,0.01,1.61,98.39,,60,32,150,0.0001,96.857
L_627_extract_8 6 9 15.jpg,L,L,0.01,3.0,96.99,,60,32,150,0.0001,96.857
L_628_extract_8 6 9 15.jpg,L,L,0.01,1.81,98.18,,60,32,150,0.0001,96.857
L_629_extract_8 6 9 15.jpg,L,L,0.0,0.98,99.02,,60,32,150,0.0001,96.857
L_62_extract_8 6 10 33.jpg,L,L,0.96,0.24,98.8,,60,32,150,0.0001,96.857
L_62_extract_8 6 9 59.jpg,L,L,0.0,0.28,99.72,,60,32,150,0.0001,96.857
L_630_extract_8 6 9 15.jpg,L,L,0.0,1.17,98.83,,60,32,150,0.0001,96.857
L_631_extract_8 6 9 15.jpg,L,L,0.0,0.47,99.53,,60,32,150,0.0001,96.857
L_632_extract_8 6 9 15.jpg,L,L,0.0,1.02,98.98,,60,32,150,0.0001,96.857
L_633_extract_8 6 9 15.jpg,L,L,0.0,0.23,99.77,,60,32,150,0.0001,96.857
L_634_extract_8 6 9 15.jpg,L,L,0.0,0.74,99.26,,60,32,150,0.0001,96.857
L_635_extract_8 6 9 15.jpg,L,L,0.0,2.1,97.9,,60,32,150,0.0001,96.857
L_636_extract_8 6 9 15.jpg,L,L,0.0,0.65,99.35,,60,32,150,0.0001,96.857
L_637_extract_8 6 9 15.jpg,L,L,0.0,0.17,99.83,,60,32,150,0.0001,96.857
L_638_extract_8 6 9 15.jpg,L,L,0.0,0.6,99.4,,60,32,150,0.0001,96.857
L_639_extract_8 6 9 15.jpg,L,L,0.0,1.25,98.75,,60,32,150,0.0001,96.857
L_63_extract_8 6 10 33.jpg,L,L,2.95,0.04,97.01,,60,32,150,0.0001,96.857
L_63_extract_8 6 9 59.jpg,L,L,0.0,0.12,99.88,,60,32,150,0.0001,96.857
L_640_extract_8 6 9 15.jpg,L,L,0.0,0.61,99.39,,60,32,150,0.0001,96.857
L_641_extract_8 6 9 15.jpg,L,L,0.0,0.38,99.62,,60,32,150,0.0001,96.857
L_642_extract_8 6 9 15.jpg,L,L,0.0,1.74,98.26,,60,32,150,0.0001,96.857
L_643_extract_8 6 9 15.jpg,L,L,0.0,2.82,97.18,,60,32,150,0.0001,96.857
L_644_extract_8 6 9 15.jpg,L,L,0.0,0.64,99.35,,60,32,150,0.0001,96.857
L_645_extract_8 6 9 15.jpg,L,L,0.0,0.34,99.66,,60,32,150,0.0001,96.857
L_646_extract_8 6 9 15.jpg,L,L,0.0,1.28,98.72,,60,32,150,0.0001,96.857
L_647_extract_8 6 9 15.jpg,L,L,0.0,1.35,98.65,,60,32,150,0.0001,96.857
L_648_extract_8 6 9 15.jpg,L,L,0.01,1.52,98.48,,60,32,150,0.0001,96.857
L_649_extract_8 6 9 15.jpg,L,L,0.0,1.05,98.95,,60,32,150,0.0001,96.857
L_64_extract_8 6 10 33.jpg,L,L,4.02,0.03,95.95,,60,32,150,0.0001,96.857
L_64_extract_8 6 9 59.jpg,L,L,0.0,0.27,99.73,,60,32,150,0.0001,96.857
L_650_extract_8 6 9 15.jpg,L,L,0.0,1.45,98.55,,60,32,150,0.0001,96.857
L_651_extract_8 6 9 15.jpg,L,L,0.0,3.09,96.9,,60,32,150,0.0001,96.857
L_652_extract_8 6 9 15.jpg,L,L,0.0,2.63,97.37,,60,32,150,0.0001,96.857
L_653_extract_8 6 9 15.jpg,L,L,0.0,1.98,98.02,,60,32,150,0.0001,96.857
L_654_extract_8 6 9 15.jpg,L,L,0.0,1.03,98.97,,60,32,150,0.0001,96.857
L_655_extract_8 6 9 15.jpg,L,L,0.0,1.27,98.73,,60,32,150,0.0001,96.857
L_656_extract_8 6 9 15.jpg,L,L,0.0,2.01,97.98,,60,32,150,0.0001,96.857
L_657_extract_8 6 9 15.jpg,L,L,0.0,1.32,98.68,,60,32,150,0.0001,96.857
L_658_extract_8 6 9 15.jpg,L,L,0.0,3.94,96.06,,60,32,150,0.0001,96.857
L_659_extract_8 6 9 15.jpg,L,L,0.0,0.69,99.31,,60,32,150,0.0001,96.857
L_65_extract_8 6 10 33.jpg,L,L,9.77,0.02,90.21,,60,32,150,0.0001,96.857
L_65_extract_8 6 9 59.jpg,L,L,0.0,0.18,99.81,,60,32,150,0.0001,96.857
L_660_extract_8 6 9 15.jpg,L,L,0.0,0.07,99.93,,60,32,150,0.0001,96.857
L_661_extract_8 6 9 15.jpg,L,L,0.0,0.41,99.59,,60,32,150,0.0001,96.857
L_662_extract_8 6 9 15.jpg,L,L,0.0,0.1,99.9,,60,32,150,0.0001,96.857
L_663_extract_8 6 9 15.jpg,L,L,0.0,0.07,99.93,,60,32,150,0.0001,96.857
L_664_extract_8 6 9 15.jpg,L,L,0.0,0.3,99.7,,60,32,150,0.0001,96.857
L_665_extract_8 6 9 15.jpg,L,L,0.0,0.33,99.67,,60,32,150,0.0001,96.857
L_666_extract_8 6 9 15.jpg,L,L,0.0,1.27,98.73,,60,32,150,0.0001,96.857
L_667_extract_8 6 9 15.jpg,L,L,0.0,0.52,99.48,,60,32,150,0.0001,96.857
L_668_extract_8 6 9 15.jpg,L,L,0.0,1.52,98.48,,60,32,150,0.0001,96.857
L_669_extract_8 6 9 15.jpg,L,L,0.0,0.44,99.56,,60,32,150,0.0001,96.857
L_66_extract_8 6 10 33.jpg,L,L,2.45,0.01,97.54,,60,32,150,0.0001,96.857
L_66_extract_8 6 9 59.jpg,L,L,0.0,0.01,99.99,,60,32,150,0.0001,96.857
L_670_extract_8 6 9 15.jpg,L,L,0.0,0.38,99.62,,60,32,150,0.0001,96.857
L_671_extract_8 6 9 15.jpg,L,L,0.0,0.2,99.8,,60,32,150,0.0001,96.857
L_672_extract_8 6 9 15.jpg,L,L,0.0,0.44,99.56,,60,32,150,0.0001,96.857
L_673_extract_8 6 9 15.jpg,L,L,0.0,0.32,99.68,,60,32,150,0.0001,96.857
L_674_extract_8 6 9 15.jpg,L,L,0.0,0.05,99.95,,60,32,150,0.0001,96.857
L_675_extract_8 6 9 15.jpg,L,L,0.0,0.88,99.12,,60,32,150,0.0001,96.857
L_676_extract_8 6 9 15.jpg,L,L,0.0,0.37,99.63,,60,32,150,0.0001,96.857
L_677_extract_8 6 9 15.jpg,L,L,0.0,0.99,99.01,,60,32,150,0.0001,96.857
L_678_extract_8 6 9 15.jpg,L,L,0.0,1.32,98.68,,60,32,150,0.0001,96.857
L_679_extract_8 6 9 15.jpg,L,L,0.0,1.51,98.49,,60,32,150,0.0001,96.857
L_67_extract_8 6 10 33.jpg,L,L,6.83,0.02,93.15,,60,32,150,0.0001,96.857
L_67_extract_8 6 9 59.jpg,L,L,0.0,0.0,100.0,,60,32,150,0.0001,96.857
L_680_extract_8 6 9 15.jpg,L,L,0.0,0.61,99.39,,60,32,150,0.0001,96.857
L_681_extract_8 6 9 15.jpg,L,L,0.0,0.25,99.75,,60,32,150,0.0001,96.857
L_682_extract_8 6 9 15.jpg,L,L,0.0,4.5,95.5,,60,32,150,0.0001,96.857
L_683_extract_8 6 9 15.jpg,L,L,0.0,3.34,96.66,,60,32,150,0.0001,96.857
L_684_extract_8 6 9 15.jpg,L,L,0.01,6.53,93.47,,60,32,150,0.0001,96.857
L_685_extract_8 6 9 15.jpg,L,L,0.03,6.42,93.55,,60,32,150,0.0001,96.857
L_686_extract_8 6 9 15.jpg,L,L,0.14,13.92,85.94,,60,32,150,0.0001,96.857
L_687_extract_8 6 9 15.jpg,L,L,0.26,16.01,83.73,,60,32,150,0.0001,96.857
L_688_extract_8 6 9 15.jpg,L,L,0.05,7.67,92.28,,60,32,150,0.0001,96.857
L_689_extract_8 6 9 15.jpg,L,L,0.01,6.64,93.35,,60,32,150,0.0001,96.857
L_68_extract_8 6 10 33.jpg,L,L,11.19,0.03,88.78,,60,32,150,0.0001,96.857
L_68_extract_8 6 9 59.jpg,L,L,0.0,0.04,99.96,,60,32,150,0.0001,96.857
L_690_extract_8 6 9 15.jpg,L,L,0.0,3.54,96.45,,60,32,150,0.0001,96.857
L_691_extract_8 6 9 15.jpg,L,L,0.0,4.92,95.08,,60,32,150,0.0001,96.857
L_692_extract_8 6 9 15.jpg,L,L,0.0,5.46,94.54,,60,32,150,0.0001,96.857
L_693_extract_8 6 9 15.jpg,L,L,0.0,0.14,99.86,,60,32,150,0.0001,96.857
L_694_extract_8 6 9 15.jpg,L,L,0.0,0.78,99.22,,60,32,150,0.0001,96.857
L_695_extract_8 6 9 15.jpg,L,L,0.0,0.78,99.22,,60,32,150,0.0001,96.857
L_696_extract_8 6 9 15.jpg,L,L,0.0,0.63,99.37,,60,32,150,0.0001,96.857
L_697_extract_8 6 9 15.jpg,L,L,0.0,2.72,97.28,,60,32,150,0.0001,96.857
L_698_extract_8 6 9 15.jpg,L,L,0.0,0.97,99.03,,60,32,150,0.0001,96.857
L_699_extract_8 6 9 15.jpg,L,L,0.0,1.33,98.67,,60,32,150,0.0001,96.857
L_69_extract_8 6 10 33.jpg,L,L,3.12,0.01,96.87,,60,32,150,0.0001,96.857
L_69_extract_8 6 9 59.jpg,L,L,0.0,0.1,99.9,,60,32,150,0.0001,96.857
L_6_extract_8 6 10 33.jpg,L,L,0.01,0.06,99.94,,60,32,150,0.0001,96.857
L_6_extract_8 6 9 47.jpg,L,L,0.0,0.13,99.87,,60,32,150,0.0001,96.857
L_6_extract_8 6 9 59.jpg,L,L,0.0,0.03,99.97,,60,32,150,0.0001,96.857
L_700_extract_8 6 9 15.jpg,L,L,0.0,8.58,91.42,,60,32,150,0.0001,96.857
L_701_extract_8 6 9 15.jpg,L,L,0.0,5.64,94.36,,60,32,150,0.0001,96.857
L_702_extract_8 6 9 15.jpg,L,L,0.0,2.72,97.28,,60,32,150,0.0001,96.857
L_703_extract_8 6 9 15.jpg,L,L,0.01,2.08,97.91,,60,32,150,0.0001,96.857
L_704_extract_8 6 9 15.jpg,L,L,0.02,4.5,95.47,,60,32,150,0.0001,96.857
L_705_extract_8 6 9 15.jpg,L,L,0.01,4.19,95.8,,60,32,150,0.0001,96.857
L_706_extract_8 6 9 15.jpg,L,L,0.0,2.22,97.78,,60,32,150,0.0001,96.857
L_707_extract_8 6 9 15.jpg,L,L,0.0,1.3,98.7,,60,32,150,0.0001,96.857
L_708_extract_8 6 9 15.jpg,L,L,0.0,2.72,97.28,,60,32,150,0.0001,96.857
L_709_extract_8 6 9 15.jpg,L,L,0.0,1.57,98.43,,60,32,150,0.0001,96.857
L_70_extract_8 6 10 33.jpg,L,L,7.3,0.01,92.69,,60,32,150,0.0001,96.857
L_70_extract_8 6 9 59.jpg,L,L,0.0,0.36,99.64,,60,32,150,0.0001,96.857
L_710_extract_8 6 9 15.jpg,L,L,0.0,0.19,99.81,,60,32,150,0.0001,96.857
L_711_extract_8 6 9 15.jpg,L,L,0.0,1.29,98.71,,60,32,150,0.0001,96.857
L_712_extract_8 6 9 15.jpg,L,L,0.01,2.9,97.08,,60,32,150,0.0001,96.857
L_713_extract_8 6 9 15.jpg,L,L,0.0,1.53,98.47,,60,32,150,0.0001,96.857
L_714_extract_8 6 9 15.jpg,L,L,0.01,2.08,97.91,,60,32,150,0.0001,96.857
L_715_extract_8 6 9 15.jpg,L,L,0.0,3.87,96.13,,60,32,150,0.0001,96.857
L_716_extract_8 6 9 15.jpg,L,L,0.01,4.84,95.15,,60,32,150,0.0001,96.857
L_717_extract_8 6 9 15.jpg,L,L,0.01,3.05,96.95,,60,32,150,0.0001,96.857
L_718_extract_8 6 9 15.jpg,L,L,0.03,5.57,94.4,,60,32,150,0.0001,96.857
L_719_extract_8 6 9 15.jpg,L,L,0.02,4.76,95.22,,60,32,150,0.0001,96.857
L_71_extract_8 6 10 33.jpg,L,L,7.03,0.01,92.97,,60,32,150,0.0001,96.857
L_71_extract_8 6 9 59.jpg,L,L,0.0,0.09,99.91,,60,32,150,0.0001,96.857
L_720_extract_8 6 9 15.jpg,L,L,0.01,3.84,96.15,,60,32,150,0.0001,96.857
L_721_extract_8 6 9 15.jpg,L,L,0.05,1.78,98.17,,60,32,150,0.0001,96.857
L_722_extract_8 6 9 15.jpg,L,L,0.0,0.11,99.89,,60,32,150,0.0001,96.857
L_723_extract_8 6 9 15.jpg,L,L,0.01,0.82,99.18,,60,32,150,0.0001,96.857
L_724_extract_8 6 9 15.jpg,L,L,0.0,9.33,90.67,,60,32,150,0.0001,96.857
L_725_extract_8 6 9 15.jpg,L,L,0.02,2.39,97.59,,60,32,150,0.0001,96.857
L_726_extract_8 6 9 15.jpg,L,L,0.21,1.83,97.96,,60,32,150,0.0001,96.857
L_727_extract_8 6 9 15.jpg,L,L,0.07,2.01,97.92,,60,32,150,0.0001,96.857
L_728_extract_8 6 9 15.jpg,L,L,0.13,3.34,96.53,,60,32,150,0.0001,96.857
L_729_extract_8 6 9 15.jpg,L,L,0.06,3.49,96.45,,60,32,150,0.0001,96.857
L_72_extract_8 6 10 33.jpg,L,L,8.46,0.01,91.53,,60,32,150,0.0001,96.857
L_72_extract_8 6 9 59.jpg,L,L,0.0,0.08,99.92,,60,32,150,0.0001,96.857
L_730_extract_8 6 9 15.jpg,L,L,0.14,2.56,97.29,,60,32,150,0.0001,96.857
L_731_extract_8 6 9 15.jpg,L,L,0.41,9.48,90.1,,60,32,150,0.0001,96.857
L_732_extract_8 6 9 15.jpg,L,L,0.74,6.46,92.8,,60,32,150,0.0001,96.857
L_733_extract_8 6 9 15.jpg,L,L,0.02,7.96,92.02,,60,32,150,0.0001,96.857
L_734_extract_8 6 9 15.jpg,L,L,0.06,13.14,86.8,,60,32,150,0.0001,96.857
L_735_extract_8 6 9 15.jpg,L,L,0.27,32.17,67.56,,60,32,150,0.0001,96.857
L_736_extract_8 6 9 15.jpg,L,L,0.12,12.33,87.55,,60,32,150,0.0001,96.857
L_737_extract_8 6 9 15.jpg,L,L,0.18,4.36,95.46,,60,32,150,0.0001,96.857
L_738_extract_8 6 9 15.jpg,L,L,0.05,3.99,95.96,,60,32,150,0.0001,96.857
L_739_extract_8 6 9 15.jpg,L,L,0.02,1.99,97.99,,60,32,150,0.0001,96.857
L_73_extract_8 6 10 33.jpg,L,L,4.02,0.01,95.98,,60,32,150,0.0001,96.857
L_73_extract_8 6 9 59.jpg,L,L,0.0,0.31,99.69,,60,32,150,0.0001,96.857
L_740_extract_8 6 9 15.jpg,L,L,0.01,0.66,99.33,,60,32,150,0.0001,96.857
L_741_extract_8 6 9 15.jpg,L,L,0.08,3.26,96.66,,60,32,150,0.0001,96.857
L_742_extract_8 6 9 15.jpg,L,L,0.21,2.78,97.02,,60,32,150,0.0001,96.857
L_743_extract_8 6 9 15.jpg,L,L,0.14,0.99,98.87,,60,32,150,0.0001,96.857
L_744_extract_8 6 9 15.jpg,L,L,0.53,1.52,97.95,,60,32,150,0.0001,96.857
L_745_extract_8 6 9 15.jpg,L,L,0.67,8.47,90.86,,60,32,150,0.0001,96.857
L_746_extract_8 6 9 15.jpg,L,L,0.16,8.47,91.36,,60,32,150,0.0001,96.857
L_747_extract_8 6 9 15.jpg,L,L,0.03,10.45,89.52,,60,32,150,0.0001,96.857
L_748_extract_8 6 9 15.jpg,L,L,0.04,19.04,80.92,,60,32,150,0.0001,96.857
L_749_extract_8 6 9 15.jpg,L,L,0.06,5.99,93.95,,60,32,150,0.0001,96.857
L_74_extract_8 6 10 33.jpg,L,L,0.62,0.01,99.37,,60,32,150,0.0001,96.857
L_74_extract_8 6 13 15.jpg,L,R,0.31,58.63,41.06,,60,32,150,0.0001,96.857
L_74_extract_8 6 9 59.jpg,L,L,0.0,0.02,99.98,,60,32,150,0.0001,96.857
